,edad_rango,genero,lugar,arma,presunta_motivacion,fecha_muerte
6252,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-09
6253,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6254,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-09
6255,18–29,m,VÍA PÚBLICA,OTROS,VIOLENCIA COMUNITARIA,2025-09-09
6256,65+,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6257,30–44,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6258,30–44,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-09
6259,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-09
6260,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6261,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-09
6262,18–29,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6263,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-09
6264,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6265,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6266,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6267,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6268,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6269,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-08-15
6270,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6271,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6272,30–44,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6273,12–17,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6274,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6275,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6276,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6277,30–44,m,HOSTALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6278,30–44,m,HOSTALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6279,18–29,m,HOSTALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6280,18–29,m,HOSTALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6281,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6282,30–44,m,CASA/VILLA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-09-10
6283,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6284,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6285,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6286,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6287,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6288,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6289,30–44,m,"FUNDACIONES, ASOCIACIONES Y ORGANIZACIONES",CONSTRICTORA,DELINCUENCIA COMUN,2025-09-11
6290,45–64,m,TERRENO BALDIO,ARMA DE FUEGO,TRANSNACIONAL,2025-09-07
6291,18–29,m,TERRENO BALDIO,ARMA DE FUEGO,TRANSNACIONAL,2025-09-07
6292,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6293,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6294,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6295,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6296,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6297,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6298,18–29,m,LOCALES DE NECESIDADES BÁSICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6299,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6300,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6301,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-09
6302,18–29,m,PARQUES Y PLAZAS,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-09-11
6303,30–44,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6304,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6305,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6306,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6307,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6308,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6309,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-07
6310,18–29,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6311,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6312,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6313,,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6314,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6315,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6316,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6317,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6318,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6319,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6320,65+,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6321,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6322,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6323,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6324,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6325,30–44,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6326,45–64,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-12
6327,30–44,m,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6328,18–29,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6329,45–64,m,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6330,18–29,m,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6331,18–29,m,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6332,18–29,f,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6333,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6334,30–44,m,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6335,30–44,m,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6336,30–44,m,HOSTALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-10
6337,18–29,m,OTROS CENTROS DE DIVERSIÓN,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6338,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6339,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6340,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6341,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6342,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6343,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6344,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6345,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6346,30–44,m,TERRENO BALDIO,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-13
6347,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6348,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6349,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6350,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6351,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6352,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6353,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6354,18–29,m,MECÁNICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6355,30–44,m,MECÁNICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6356,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6357,18–29,m,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6358,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6359,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6360,45–64,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6361,18–29,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6362,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6363,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6364,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6365,18–29,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6366,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6367,30–44,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6368,,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6369,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6370,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-14
6371,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6372,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6373,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6374,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6375,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6376,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA CONTUNDENTE,DELINCUENCIA COMUN,2025-09-14
6377,30–44,m,CASA/VILLA,ARMA CONTUNDENTE,DELINCUENCIA COMUN,2025-09-13
6378,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-13
6379,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,CONSTRICTORA,DELINCUENCIA COMUN,2025-09-13
6380,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,CONSTRICTORA,DELINCUENCIA COMUN,2025-09-13
6381,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6382,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6383,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6384,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6385,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6386,18–29,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6387,18–29,m,INTERIOR DE VEHÍCULO PARTICULAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6388,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6389,12–17,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6390,45–64,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6391,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6392,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6393,30–44,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6394,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6395,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6396,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6397,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-14
6398,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6399,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6400,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6401,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-14
6402,45–64,m,OTROS LOCALES COMERCIALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6403,18–29,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-12
6404,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6405,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6406,30–44,m,INTERIOR DE TAXI,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6407,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-05
6408,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6409,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6410,12–17,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-16
6411,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6412,30–44,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6413,12–17,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6414,12–17,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6415,12–17,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6416,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6417,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6418,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6419,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6420,0–11,m,SERVICIOS PÚBLICOS,OTROS,VIOLENCIA INTRAFAMILIAR,2025-09-13
6421,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6422,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6423,30–44,f,INTERIOR DE TAXI,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6424,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6425,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6426,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6427,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6428,18–29,m,MAR,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-16
6429,18–29,m,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6430,30–44,m,MERCADOS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6431,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-11
6432,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6433,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6434,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6435,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6436,30–44,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6437,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6438,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6439,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6440,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6441,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6442,18–29,m,UNIVERSIDADES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6443,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6444,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6445,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6446,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6447,18–29,m,SALA DE JUEGOS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6448,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6449,30–44,m,VÍA PÚBLICA,ARMA CONTUNDENTE,DELINCUENCIA COMUN,2025-09-17
6450,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6451,18–29,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-16
6452,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-15
6453,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6454,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-06
6455,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6456,30–44,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6457,45–64,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6458,18–29,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6459,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6460,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-18
6461,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-18
6462,30–44,m,BOSQUE Y RESERVAS ECOLÓGICAS,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-16
6463,18–29,m,PARQUES Y PLAZAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6464,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6465,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6466,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-17
6467,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6468,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6469,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6470,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6471,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-18
6472,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-08-29
6473,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6474,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6475,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6476,30–44,m,"TIENDAS, MICROMERCADO, ABARROTES",ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6477,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-18
6478,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA CONTUNDENTE,DELINCUENCIA COMUN,2025-09-17
6479,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-18
6480,12–17,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-18
6481,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-18
6482,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-18
6483,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6484,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-18
6485,65+,f,BOSQUE Y RESERVAS ECOLÓGICAS,ARMA CONTUNDENTE,VIOLENCIA INTRAFAMILIAR,2025-09-18
6486,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,VIOLENCIA COMUNITARIA,2025-09-18
6487,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6488,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6489,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6490,45–64,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6491,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6492,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6493,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6494,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6495,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6496,45–64,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-19
6497,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6498,30–44,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6499,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6500,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6501,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6502,45–64,m,TERRENO BALDIO,OTROS,VIOLENCIA COMUNITARIA,2025-09-15
6503,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6504,30–44,m,RANCHO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6505,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6506,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6507,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6508,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6509,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6510,18–29,m,CASA/VILLA,ARMA BLANCA,VIOLENCIA INTRAFAMILIAR,2025-09-20
6511,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6512,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6513,65+,f,FINCA,CONSTRICTORA,DELINCUENCIA COMUN,2025-09-19
