,edad_rango,genero,lugar,arma,presunta_motivacion,fecha_muerte
261,0–11,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-11
262,,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
263,45–64,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
264,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-11
265,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
266,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-11
267,30–44,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-11
268,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
269,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-11
270,45–64,m,IGLESIAS,OTROS,VIOLENCIA COMUNITARIA,2025-01-12
271,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
272,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
273,30–44,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
274,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
275,,na,QUEBRADAS,ARMA CONTUNDENTE,DELINCUENCIA COMUN,2025-01-12
276,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
277,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
278,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
279,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
280,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
281,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
282,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
283,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
284,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
285,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
286,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
287,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
288,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
289,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
290,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
291,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
292,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
293,45–64,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
294,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
295,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
296,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
297,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
298,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
299,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
300,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-03
301,,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
302,65+,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
303,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
304,18–29,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
305,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
306,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
307,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
308,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
309,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-10
310,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
311,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
312,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
313,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
314,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
315,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
316,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
317,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
318,30–44,m,VÍA PÚBLICA,OTROS,DELINCUENCIA COMUN,2025-01-13
319,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
320,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
321,30–44,m,OTROS LOCALES COMERCIALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
322,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
323,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
324,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
325,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
326,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
327,45–64,m,FARMACIAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
328,30–44,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
329,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
330,30–44,m,MECÁNICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
331,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
332,18–29,m,TERRENO BALDIO,ARMA CONTUNDENTE,VIOLENCIA COMUNITARIA,2025-01-11
333,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
334,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
335,65+,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
336,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-01-14
337,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
338,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
339,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
340,30–44,na,TERRENO BALDIO,ARMA BLANCA,DELINCUENCIA COMUN,2025-01-14
341,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
342,30–44,na,TERRENO BALDIO,ARMA BLANCA,DELINCUENCIA COMUN,2025-01-14
343,18–29,na,TERRENO BALDIO,ARMA BLANCA,DELINCUENCIA COMUN,2025-01-14
344,45–64,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
345,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
346,18–29,m,TERRENO BALDIO,ARMA BLANCA,DELINCUENCIA COMUN,2025-01-15
347,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
348,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
349,30–44,m,LAGUNA - LAGO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
350,18–29,na,LAGUNA - LAGO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
351,12–17,m,TERRENO BALDIO,ARMA DE FUEGO,VIOLENCIA COMUNITARIA,2025-01-14
352,18–29,m,PAPELERÍA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
353,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
354,45–64,m,HACIENDAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
355,30–44,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
356,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
357,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
358,45–64,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
359,18–29,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
360,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
361,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
362,18–29,m,CASA/VILLA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-01-16
363,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
364,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
365,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
366,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
367,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
368,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
369,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
370,18–29,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
371,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
372,30–44,m,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-15
373,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
374,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
375,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
376,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
377,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
378,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
379,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
380,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
381,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
382,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
383,65+,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
384,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
385,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
386,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
387,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
388,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
389,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
390,30–44,m,FINCA,ARMA BLANCA,DELINCUENCIA COMUN,2025-01-16
391,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
392,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,VIOLENCIA COMUNITARIA,2025-01-16
393,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
394,30–44,m,VÍA PÚBLICA,CONSTRICTORA,DELINCUENCIA COMUN,2025-01-16
395,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
396,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-12
397,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
398,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
399,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
400,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
401,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
402,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
403,65+,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
404,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-16
405,18–29,m,GASOLINERAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
406,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
407,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
408,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
409,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
410,30–44,f,CASA/VILLA,ARMA BLANCA,VIOLENCIA INTRAFAMILIAR,2025-01-17
411,30–44,m,CASA/VILLA,ARMA BLANCA,DELINCUENCIA COMUN,2025-01-18
412,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
413,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
414,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
415,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
416,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
417,30–44,m,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-14
418,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
419,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,VIOLENCIA COMUNITARIA,2025-01-17
420,18–29,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
421,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
422,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
423,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
424,18–29,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
425,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
426,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
427,18–29,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
428,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-11
429,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
430,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
431,18–29,m,OTROS LOCALES COMERCIALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
432,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
433,18–29,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
434,18–29,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
435,12–17,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
436,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
437,45–64,m,PARQUEADEROS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
438,18–29,m,PARQUEADEROS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
439,0–11,m,PARQUEADEROS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
440,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
441,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
442,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
443,30–44,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
444,,f,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
445,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
446,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
447,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
448,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
449,30–44,m,COVACHA/CHOZA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
450,18–29,m,COVACHA/CHOZA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
451,30–44,m,COVACHA/CHOZA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
452,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
453,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
454,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
455,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
456,18–29,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
457,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
458,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
459,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
460,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-18
461,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
462,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
463,18–29,m,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
464,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
465,12–17,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-01-20
466,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
467,,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
468,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
469,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
470,18–29,m,MAR,ARMA BLANCA,DELINCUENCIA COMUN,2025-01-16
471,18–29,m,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
472,30–44,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
473,30–44,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
474,18–29,m,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
475,30–44,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
476,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
477,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
478,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
479,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
480,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
481,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
482,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-17
483,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-01-20
484,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
485,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
486,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
487,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
488,18–29,m,PATIOS DE COMIDAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
489,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
490,18–29,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
491,65+,m,CASA/VILLA,ARMA BLANCA,DELINCUENCIA COMUN,2025-01-20
492,18–29,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
493,30–44,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
494,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
495,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
496,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
497,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
498,18–29,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
499,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
500,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
501,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
502,12–17,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
503,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
504,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
505,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
506,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
507,18–29,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
508,18–29,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
509,18–29,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
510,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
511,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-19
512,30–44,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-13
513,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
514,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
515,12–17,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
516,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
517,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
518,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
519,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
520,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
521,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
522,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
523,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
524,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
525,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-22
526,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
527,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-20
528,,m,QUEBRADAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-22
529,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-01-21
